id,firstName,lastName,birthDate,party,represents,profileText
G000582,Jenniffer,González-Colón,1976-08-05,New Progressive,PR,"a Resident Commissioner from Puerto Rico; born in San Juan, P.R., August 5, 1976; B.A., University of Puerto Rico, Rio Piedras, P.R., 2001; J.D., Inter American University of Puerto Rico, San Juan, P.R., 2010; L.L.M., Inter American University of Puerto Rico, San Juan, P.R., 2014; chair, Puerto Rico Republican Party, 2015-present; co-chair, Puerto Rico Republican Party, 2004-2015; vice-president, New Progressive Party, 2008-present; member of the Puerto Rico house of representatives, 2002-2016; speaker, 2009-2012; minority leader, 2013-2016; elected as a New Progressive to the One Hundred Fifteenth Congress to a four-year term in 2016 and reelected to the succeeding four-year term in 2020 (January 3, 2017-present); caucused with the Republican Party."
M000317,Nicole,Malliotakis,1980-11-11,Republican,NY,"a Representative from New York; born in Manhattan, New York County, N.Y., November 11, 1980; graduated from New Dorp High School, Staten Island, N.Y., 1998; B.A., Seton Hall University, South Orange, N.J., 2001; M.B.A., Wagner University, Staten Island, N.Y., 2010; staff, New York Governor George Pataki, 2004&ndash;2006; public relations professional; presidential campaign aide; member of the New York state assembly, 2011&ndash;2020; unsuccessful candidate for election as Mayor of New York, N.Y., in 2017; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
S001195,Jason,Smith,1980,Republican,MO,"a Representative from Missouri; born in St. Louis, Mo., on June 16, 1980; graduated from Salem High School, Salem, Mo., 1998; B.S., University of Missouri, Columbia, Mo., 2001; J.D., Oklahoma City University School of Law, Oklahoma City, Oklahoma, 2004; farmer; lawyer, private practice; member of the Missouri state house of representatives, 2005-2013; elected as a Republican to the One Hundred Thirteenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Jo Ann Emerson, and reelected to the four succeeding Congresses (June 4, 2013-present)."
M001156,Patrick,McHenry,1975-10-22,Republican,NC,"a Representative from North Carolina; born in Charlotte, Mecklenburg County, N.C., October 22, 1975; graduated Ashbrook High School, Gastonia, N.C., 1994; attended North Carolina State University, Raleigh, N.C.; B.A., Belmont Abbey College, Belmont, N.C., 1999; realtor; appointed special assistant to the United States Secretary of Labor by President George W. Bush in 2001; member of the North Carolina state house of representatives, 2002-2004; elected as a Republican to the One Hundred Ninth and to the eight succeeding Congresses (January 3, 2005-present)."
G000594,Tony,Gonzales,1980-10-10,Republican,TX,"a Representative from Texas; born on October 10, 1980; attended Thomas Edison High School, San Antonio, Tex.; A.A., Chaminade University, Honolulu, Hawaii; B.S., Excelsior College, Albany, N.Y.; attended Georgetown University, Washington, D.C.; M.A., American Public University, Charles Town, W.Va.; attending University of Southern Mississippi, Hattiesburg, Miss.; United States Navy, 1999&ndash;2019; faculty, Pensacola State College, Pensacola, Fla.; faculty, University of Maryland, College Park, Md.; community representative, Head Start policy council, San Antonio, Tex., 2018&ndash;2019; legislative fellow, Office of Legislative Affairs, United States Navy, 2016&ndash;2017; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
L000579,Alan,Lowenthal,1941-03-08,Democrat,CA,"a Representative from California; born in New York, New York County, N.Y., March 8, 1941; B.A., Hobart College, Geneva, N.Y., 1962; M.A., Ohio State University, Columbus, Ohio, 1965; Ph.D., Ohio State University, Columbus, Ohio, 1967; professor, California State University, Long Beach, Calif., 1969-1998; psychologist; member of the Long Beach, Calif., city council, 1992-1998; member of the California state assembly, 1998-2004; member of the California state senate, 2004-2012; elected as a Democrat to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-present)."
S001183,David,Schweikert,1962-03-03,Republican,AZ,"a Representative from Arizona; born in Los Angeles, Los Angeles County, Calif., on March 3, 1962; A.A., Scottsdale Community College, Scottsdale, Ariz., 1985; B.S., Arizona State University, Tempe, Ariz., 1988; M.B.A., Arizona State University, Tempe, Ariz., 2005; business owner; realtor; financial consultant; member of the Arizona state house of representatives, 1989-1994; member of the Ariz. state board of equalization, 1995-2003; Maricopa County, Ariz. treasurer, 2004-2006; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-present); reprimanded by the U.S. House of Representatives, on July 31, 2020, for campaign finance violations and reporting errors by authorized campaign committees; misuse of Members&rsquo; representational allowance for unofficial purposes; pressuring official staff to perform campaign work."
F000246,Pat,Fallon,1967-12-19,Republican,TX,"a Representative from Texas; born in Pittsfield, Berkshire County, Mass., December 19, 1967; graduated from Pittsfield High School, Pittsfield, Mass., 1986; attended the University of Massachusetts, Amherst, Mass.; B.A., University of Notre Dame, Notre Dame, Ind., 1990; United States Air Force; entrepreneur; business executive; member of the Frisco, Tex. city council, 2009&ndash;2012, mayor pro tem, 2011&ndash;2012; Member of the Texas house of representatives, 2013&ndash;2019; member of the Texas state senate, 2019&ndash;2021; Delegate, Republican National Convention, 2016; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
B001243,Marsha,Blackburn,1952,Republican,TN,"A Senator and a Representative from Tennessee; born in Laurel, Jones County, Miss., June 6, 1952; graduated from Northeast Jones High School, Laurel, Miss.; B.S. Mississippi State University, Starkville, Miss., 1973; business owner; private advocate; unsuccessful candidate for election to the One Hundred Third Congress in 1992; member of the Tennessee state senate, 1998-2002; elected as a Republican to the One Hundred Eighth and to the seven succeeding Congresses (January 3, 2003-January 3, 2019); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2018 for the term ending January 3, 2025."
D000626,Warren,Davidson,1970-03-01,Republican,OH,"A Representative from Ohio; born in Ohio, March 1, 1970; graduated from Sidney High School, Sidney, Ohio, 1989; B.A., United States Military Academy, West Point, N.Y., 1995; M.B.A., University of Notre Dame, Notre Dame, Ind.; United States Army; business owner; Concord Township, Ohio, trustee; elected as a Republican to the One Hundred Fourteenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative John Andrew Boehner, and reelected to the three succeeding Congresses (June 7, 2016-present)."
S001212,Peter,Stauber,1966-05-10,Republican,MN,"A Representative from Minnesota; born in Duluth, St. Louis County, Minn., May 10, 1966; graduated from Denfeld High School, Duluth, Minn., 1984; B.S., Lake Superior State University, Sault Sainte Marie, Mich., 1990; professional athlete; police officer; member of the Hermantown, Minn., city council, 2001-2005, 2011-2013; member of the St. Louis County, Minn., board of commissioners, 2013-2019; elected as a Republican to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
B001306,Troy,Balderson,1962-01-16,Republican,OH,"A Representative from Ohio; born in Zanesville, Muskingum County, Ohio, January 16, 1962; graduated from Zanesville High School, Zanesville, Ohio, 1980; attended Muskingum College, Muskingum, Ohio, 1980-1982; attended Ohio State University, Columbus, Ohio, 1982-1983; farmer; automobile dealer; member of the Ohio state house of representatives, 2009-2011; member of the Ohio state senate, 2011-2018; elected as a Republican to the One Hundred Fifteenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Patrick Tiberi, and reelected to the two succeeding Congresses (August 7, 2018-present)."
C001084,David,Cicilline,1961,Democrat,RI,"A Representative from Rhode Island; born in Providence, Providence County, R.I., July 15, 1961; graduated from Narragansett High School, Narragansett, R.I., 1979; B.A., Brown University, Providence, R.I., 1983; J.D., Georgetown University, Washington, D.C., 1986; public defender, Washington, D.C., 1986-1987; lawyer, private practice; lawyer, public advocate; faculty, Roger Williams Law School, Bristol, R.I.; unsuccessful nominee to the Rhode Island state senate in 1992; member of the Rhode Island state house of representatives, 1995-2003; Delegate, Democratic National Convention, 2008; Mayor of Providence R.I., 2003-2011; elected as a Democrat to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-present); one of the managers appointed by the House of Representatives in 2021 to conduct the impeachment proceedings of Donald J. Trump, President of the United States."
H001086,Diana,Harshbarger,1960-01-01,Republican,TN,"a Representative from Tennessee; born in Kingsport, Tenn., January 1, 1960; graduated from Ketron High School, Kingsport, Tenn., 1978; attended East Tennessee State University, Johnson City, Tenn.; Pharm.D, Mercer University, Atlanta, Ga., 1987; pharmacist; business owner; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
M001160,Gwendolynne,Moore,1951-04-18,Democrat,WI,"A Representative from Wisconsin; born in Racine, Racine County, Wis., April 18, 1951; graduated from Northern Division High School, Milwaukee, Wis., 1969; B.A., Marquette University, Milwaukee, Wis., 1978; housing officer, Wisconsin housing and development authority; member of the Wisconsin state assembly, 1989-1992; member of the Wisconsin state senate, 1993-2004, president pro tempore, 1997-1998; elected as a Democrat to the One Hundred Ninth and to the eight succeeding Congresses (January 3, 2005-present)."
N000181,Devin,Nunes,1973-10-01,Republican,CA,"a Representative from California; born in Tulare County, Calif., October 1, 1973; graduated from Tulare Union High School, Tulare, Calif., 1992; A.A., College of the Sequoias, Visalia, Calif.; B.S., California Polytechnic State University, San Luis Obispo, Calif., 1995; M.S., California Polytechnic State University, San Luis Obispo, Calif., 1996; farmer; businessman; director, United States Department of Agriculture Rural Development, 2001; elected as a Republican to the One Hundred Eighth and to the nine succeeding Congresses until his resignation on January 1, 2022 (January 3, 2003-January 1, 2022); chair, Permanent Select Committee on Intelligence (One Hundred Fourteenth and One Hundred Fifteenth Congresses)."
R000575,Michael,Rogers,1958-07-16,Republican,AL,"a Representative from Alabama; born in Hammond, Lake County, Ind., July 16, 1958; graduated from Saks High School, Anniston, Ala., 1976; B.A., Jacksonville State University, Jacksonville, Ala., 1981; M.P.A., Jacksonville State University, Jacksonville, Ala., 1984; J.D., Birmingham School of Law, Birmingham, Ala., 1991; member of the Calhoun County, Ala., commission, 1987-1990; member of the Alabama state house of representatives, 1994-2002, minority leader, 1998-2000; elected as a Republican to the One Hundred Eighth and to the nine succeeding Congresses (January 3, 2003-present)."
